-nan          1e-05
-nan    1.02329e-05
-nan    1.04713e-05
-nan    1.07152e-05
-nan    1.09648e-05
-nan    1.12202e-05
-nan    1.14816e-05
-nan     1.1749e-05
-nan    1.20227e-05
-nan    1.23027e-05
-nan    1.25893e-05
-nan    1.28826e-05
-nan    1.31827e-05
-nan    1.34897e-05
-nan    1.38039e-05
-nan    1.41255e-05
-nan    1.44545e-05
-nan    1.47912e-05
-nan    1.51358e-05
-nan    1.54883e-05
-nan    1.58491e-05
-nan    1.62183e-05
-nan    1.65961e-05
-nan    1.69826e-05
-nan    1.73782e-05
-nan     1.7783e-05
-nan    1.81973e-05
-nan    1.86211e-05
-nan    1.90549e-05
-nan    1.94987e-05
-nan    1.99529e-05
-nan    2.04177e-05
-nan    2.08933e-05
-nan      2.138e-05
-nan     2.1878e-05
-nan    2.23876e-05
-nan    2.29091e-05
-nan    2.34427e-05
-nan    2.39888e-05
-nan    2.45476e-05
-nan    2.51194e-05
-nan    2.57045e-05
-nan    2.63033e-05
-nan     2.6916e-05
-nan    2.75429e-05
-nan    2.81845e-05
-nan     2.8841e-05
-nan    2.95128e-05
-nan    3.02003e-05
-nan    3.09038e-05
-nan    3.16236e-05
-nan    3.23602e-05
-nan     3.3114e-05
-nan    3.38854e-05
-nan    3.46747e-05
-nan    3.54824e-05
-nan    3.63089e-05
-nan    3.71546e-05
-nan    3.80201e-05
-nan    3.89057e-05
-nan     3.9812e-05
-nan    4.07393e-05
-nan    4.16883e-05
-nan    4.26594e-05
-nan    4.36531e-05
-nan    4.46699e-05
-nan    4.57104e-05
-nan    4.67752e-05
-nan    4.78647e-05
-nan    4.89797e-05
-nan    5.01206e-05
-nan    5.12881e-05
-nan    5.24827e-05
-nan    5.37052e-05
-nan    5.49562e-05
-nan    5.62364e-05
-nan    5.75463e-05
-nan    5.88868e-05
-nan    6.02584e-05
-nan    6.16621e-05
-nan    6.30984e-05
-nan    6.45682e-05
-nan    6.60722e-05
-nan    6.76113e-05
-nan    6.91862e-05
-nan    7.07977e-05
-nan    7.24469e-05
-nan    7.41344e-05
-nan    7.58613e-05
-nan    7.76284e-05
-nan    7.94366e-05
-nan    8.12869e-05
-nan    8.31804e-05
-nan     8.5118e-05
-nan    8.71007e-05
-nan    8.91296e-05
-nan    9.12057e-05
-nan    9.33302e-05
-nan    9.55042e-05
-nan    9.77288e-05
-nan    0.000100005
-nan    0.000102335
-nan    0.000104718
-nan    0.000107158
-nan    0.000109654
-nan    0.000112208
-nan    0.000114821
-nan    0.000117496
-nan    0.000120233
-nan    0.000123033
-nan    0.000125899
-nan    0.000128832
-nan    0.000131833
-nan    0.000134903
-nan    0.000138046
-nan    0.000141261
-nan    0.000144551
-nan    0.000147918
-nan    0.000151364
-nan     0.00015489
-nan    0.000158498
-nan    0.000162189
-nan    0.000165967
-nan    0.000169833
-nan    0.000173789
-nan    0.000177837
-nan    0.000181979
-nan    0.000186218
-nan    0.000190556
-nan    0.000194995
-nan    0.000199537
-nan    0.000204184
-nan     0.00020894
-nan    0.000213807
-nan    0.000218787
-nan    0.000223884
-nan    0.000229099
-nan    0.000234435
-nan    0.000239896
-nan    0.000245483
-nan    0.000251202
-nan    0.000257053
-nan     0.00026304
-nan    0.000269167
-nan    0.000275437
-nan    0.000281853
-nan    0.000288418
-nan    0.000295136
-nan    0.000302011
-nan    0.000309045
-nan    0.000316244
-nan     0.00032361
-nan    0.000331148
-nan    0.000338861
-nan    0.000346755
-nan    0.000354831
-nan    0.000363097
-nan    0.000371554
-nan    0.000380209
-nan    0.000389065
-nan    0.000398127
-nan    0.000407401
-nan    0.000416891
-nan    0.000426601
-nan    0.000436538
-nan    0.000446706
-nan    0.000457111
-nan    0.000467759
-nan    0.000478654
-nan    0.000489804
-nan    0.000501213
-nan    0.000512887
-nan    0.000524834
-nan    0.000537059
-nan    0.000549569
-nan     0.00056237
-nan    0.000575469
-nan    0.000588873
-nan     0.00060259
-nan    0.000616626
-nan    0.000630989
-nan    0.000645687
-nan    0.000660727
-nan    0.000676117
-nan    0.000691866
-nan    0.000707981
